x,y,ms
282.265080676,182.315249741,55379.5059585
312.404915635,188.813190374,51094.7800548
296.677972415,197.299523085,53062.8105024
295.147301216,224.210806607,51652.2962966
296.738570728,207.269529596,51301.5642895
293.65075466,208.46704735,52670.8515724
295.763007272,199.228979434,51979.4551427
299.138269791,203.8118269,52994.6433289
301.320187224,199.347498063,49580.931912
302.317819793,222.965871247,52450.6803194
300.880020716,188.345754766,51183.9275615
297.46961238,168.337625572,51084.1204604
323.59690691,212.112683477,53392.1229117
289.315926976,202.943579971,49636.0800081
288.795931659,221.791113295,51427.886724
318.130492695,213.026715722,52940.6847427
295.923358934,188.691739233,52893.3035452
302.062630278,204.878239693,52708.6577855
274.390690166,205.828900468,53201.5217449
286.733513299,200.216252492,50941.810352
292.164046758,187.496797966,52043.1024485
306.269468299,227.547081919,51355.9700538
295.435472094,178.212661551,50142.5788582
296.383222468,182.890674296,51714.3178393
290.997744326,190.053387494,52314.4613588
299.540087547,193.211164774,50683.4889781
302.663464239,188.954424147,49252.0390854
286.027311616,212.082557338,53989.2745091
304.640694033,194.34520201,52786.2117936
272.72292256,192.916370165,52617.3597576
326.311211456,205.802469161,52914.175435
308.959486609,219.613406495,52158.5987084
271.779885401,225.00019502,51674.9402371
315.974984712,183.773389982,49463.3191917
294.542517038,182.87581189,53338.9713392
323.882824384,172.010186847,52893.7549069
314.626185278,189.677937692,55010.7881409
280.359673989,184.68569822,52698.1934317
290.521254217,192.714246608,51980.9839592
298.51086753,231.460984827,53062.946517
284.570328199,206.705657078,52762.0538561
312.770376566,206.886593033,53002.5286522
302.981548369,167.034577426,53521.8086979
306.756924442,169.373770997,51148.3547601
293.96429494,224.548666887,51714.9557853
279.857702947,204.677326241,49475.2583804
303.34955892,194.915481172,53375.4572399
295.14976926,201.283038907,51886.7787653
304.766397908,209.168265962,51436.9615975
310.295356555,193.367010698,51893.2106961
300.847203531,206.080317342,50311.4931314
297.069362376,211.444389802,51397.3909138
295.886675398,187.167524107,53642.2271718
311.086877269,207.179143827,51820.2200181
297.9597589,188.411866315,50652.0022312
298.853278371,192.447691783,51404.7978152
284.097572129,179.984546638,51851.9704935
311.846340821,217.131088361,51473.0724757
303.108542839,217.477984246,51781.7250399
292.882513033,182.294577526,51478.0159284
299.400726804,181.828924258,54433.9611357
300.459694747,180.795560271,54297.2724159
306.744472024,223.773689803,53277.6307875
297.253624827,217.296775233,52531.2955722
281.45230797,201.858657238,50358.6581935
302.040768907,196.220666776,52155.6360852
297.290595442,232.444140893,50623.6181045
296.702478098,196.191946397,51465.5016309
312.930928893,198.555558298,49213.027424
306.605237774,188.577418429,51674.996515
308.9109926,200.23079632,53415.1480394
316.414524952,215.369602222,51800.3417597
309.043721265,214.521250195,49512.4911838
289.240603743,206.948706947,51943.9732176
317.033560244,202.290289177,51524.5970412
293.117408222,207.526331143,50644.9259967
307.586783434,179.474437735,56207.4442845
307.654374505,199.232527904,52309.1073637
297.098317772,211.802283514,53194.4456742
304.584631685,193.297588763,48400.7889834
298.655855154,198.053128619,50697.4894388
279.113264623,187.392237162,52571.8593251
275.057381503,208.444101556,51827.6099386
322.951003927,212.397723243,51446.8994185
313.225427534,228.973600802,52167.7209085
284.870788774,196.618072488,51854.4360485
302.913230571,211.062254543,51799.0334159
315.55032951,176.681226052,50322.7639548
305.437951146,203.010819496,52625.0588347
309.178085671,210.566890895,54296.7623488
319.785262437,206.347107348,49604.6161225
285.882489451,202.717549305,49563.1100635
273.912448247,208.528116888,51510.6032408
300.02191863,199.693658668,50493.7206397
320.183232261,209.078726095,54320.8744892
306.669757993,200.528988527,48753.6241631
309.344046572,196.757622355,52529.5694974
295.345575384,212.728280186,51887.2543389
295.085898594,221.245596269,54826.3749714
311.465108011,212.752938309,53220.3059773
279.840168863,191.562692241,49569.4308807
274.861654002,189.212560183,53913.0332139
274.187844148,181.546814491,53711.8722084
307.751743851,199.373302998,51643.6636053
316.647480092,228.390176297,53643.8374914
287.112346324,204.080308914,47166.4696304
293.98705787,182.063872478,52378.0062161
304.608817793,187.25668615,50391.312248
325.620536386,195.735131696,52509.7057749
295.137487237,198.607916937,51154.4303056
305.389962591,186.254946969,55468.6322228
293.670648973,204.399281128,55246.0128266
293.559810275,193.28905474,52350.4739858
318.861199671,196.947057257,50759.9586013
308.414876573,181.647040361,52724.2187741
303.911885635,217.460289994,52749.5214507
294.217470398,173.405154642,52703.3432567
307.821443702,185.946513518,50046.469285
301.463775437,189.327825171,48441.7893455
302.404130977,213.276528125,50878.3541401
301.685999849,222.210806505,51729.427687
300.005330503,202.776658393,51694.3203352
277.71641456,199.693810743,49610.7323072
288.672758061,182.520202821,51091.6041406
284.519129274,182.842464257,51382.8033894
288.705409626,168.686938627,52908.1360438
319.41806429,220.636439574,50392.8996113
316.806028997,196.139340337,54037.899421
296.791261668,198.762492451,50598.6304306
286.177018032,205.329554084,50975.2600659
257.710898318,207.918520806,49767.3487021
300.640824399,204.914212831,49635.5748605
274.746009432,197.748456248,53363.596878
320.498832531,191.895063436,52737.4124897
320.636496123,195.192973179,51133.1540376
292.426494768,198.84882032,51966.7825737
296.214555996,201.698847132,50289.0042897
293.991818926,215.366365396,53299.6286598
301.040171862,190.938655182,50132.0652842
272.696648944,179.708777094,49641.964956
308.510896694,189.34103692,53740.7285809
314.68328429,190.447572138,51413.7504939
287.568304511,228.728234862,53616.5175703
298.678268388,196.232877147,50101.0416
307.740812269,205.08359527,53112.3461674
307.066394655,188.047739035,49594.943367
312.359754968,191.811279035,51845.8059502
322.437068617,193.943596166,53418.1799451
311.432971285,202.981173597,55589.5425006
306.236530692,220.713626091,51306.6155204
280.049331205,202.851332121,50940.3344766
291.758564863,187.497976796,56948.3993371
309.403877965,211.878891684,53018.5122103
291.762997432,207.099933809,53749.126714
306.958441611,224.620710121,49063.7655727
289.041592867,196.240916522,50504.6146124
285.087708634,210.143496951,51610.6536647
308.554693952,208.050476299,56190.750385
328.540067745,210.048507615,51146.4401077
309.728838393,212.119537214,50464.1171474
301.652742588,215.902092798,52922.8501486
294.238973845,182.126335409,49816.3408813
319.21317134,219.214650195,51284.1765822
312.758569365,193.225093515,50944.1957464
319.33905694,185.247509722,53115.8912388
319.053935578,214.263153985,51825.2473988
285.30181071,204.732387774,52286.7848896
286.883006728,184.222610946,52928.9222129
317.701106878,187.890036916,52834.7586417
300.084734538,180.950374589,50831.6620267
314.351661665,186.346612498,51934.9850295
318.621057724,189.355930515,50071.5133131
298.406801085,199.057146443,49749.3180673
301.26251096,174.986673935,50974.8045099
295.8287064,197.449568558,53879.1485928
322.505591513,182.846061638,54723.1163569
304.624937268,203.663994807,50890.2791283
304.10131834,188.049590189,53960.167749
309.178873138,221.343879064,51248.5972474
307.480500964,195.234354641,52194.4838486
325.344734455,214.111869435,54135.742759
301.321770356,177.121543039,53667.6168098
315.731586135,193.957414831,51943.594683
296.097646019,214.078490846,50206.1757297
305.702207739,202.37209916,53683.0004252
298.526785265,218.669014169,54192.2065176
274.104743814,231.269965108,53227.7483785
318.625591432,198.030982869,52663.3941492
288.852175444,179.821040739,54060.7587935
297.955215171,213.549623872,51542.4164304
288.109596127,178.67873396,51868.7672476
314.216590826,221.636768868,53053.1720088
319.500699122,192.04949403,50999.0682651
288.397274505,209.234215281,53405.4260851
273.231870832,158.909651078,53134.5153268
289.971177351,209.410533931,52271.59854
288.873196988,171.930638053,53088.9014823
314.505034907,199.249737097,54153.1364188
278.855935724,199.292682394,50937.8428544
311.833357436,202.103156668,49863.4557549
299.93042895,170.478374726,52712.9575564
310.546314883,208.652513787,49772.334108
301.318194714,186.01143084,52279.6469033
313.351317782,215.773371094,50869.7491688
306.316556926,178.69433953,55720.4897486
307.698750896,208.080025843,53544.2508563
301.031537986,205.619594743,56192.6102131
291.586669913,213.754809184,50738.1697699
313.301269598,212.265217075,51614.9312477
297.451156688,190.670752206,53844.6348148
259.972737951,186.592716022,53366.6501816
280.363496499,214.391628576,51978.7622519
305.285485742,211.600613571,52320.9552003
292.398419871,182.70749985,52815.0415484
285.111343309,220.699961981,50747.3551268
299.4207809,181.233355582,52311.6020057
285.22229366,221.736016074,51739.5232091
313.046963342,208.334012815,50546.0393235
293.578310466,175.534777649,51870.849788
310.103369247,210.994912206,54196.6492158
281.332222576,202.082570554,52611.1710423
291.536328306,190.155187606,50370.6245147
288.707703629,178.839086812,50000.4076148
288.343066875,186.666176291,49936.4178333
305.45511451,202.406601924,52142.2578035
286.392854958,211.782660165,50279.8096722
323.935434754,199.550793858,52747.5458538
298.427934909,200.847418363,51221.474552
308.159306413,197.662014434,50370.2881095
299.641142641,196.050420567,51008.577268
291.476432164,194.022987586,51318.7945822
296.98288587,202.333010346,50467.0054813
306.984966719,203.1402387,50354.3931452
284.568135946,178.470126537,50252.0546521
309.865537084,195.333921247,53825.2480059
320.112951186,204.097326119,52347.0218989
300.962252424,214.697356237,52384.2390851
276.821982285,200.012378069,53799.5777831
291.119755895,196.532951642,51707.7741813
316.60305238,205.560972313,50569.1670419
317.124144358,182.631202544,55459.7999291
290.180549089,206.896853948,54109.0659373
286.305362152,201.917117239,54087.0629323
301.849207791,191.802071553,51485.8200193
296.266679493,197.687187222,52630.2442089
290.172450913,235.503414123,51870.4944556
283.481269735,218.412660333,51967.44351
294.67598888,210.843673652,54425.7377553
264.068946873,184.792733161,52516.0889744
280.407952592,188.839588794,51749.3985412
287.535944389,182.978035854,54707.3170715
294.674825816,226.524249995,51961.6661373
293.564486381,215.090586028,51684.5638227
320.01983002,195.159533991,51404.5063489
265.047469866,227.343468543,51938.7591055
332.331816096,207.95204961,50847.8681925
292.713706468,187.809884556,52024.3989023
318.32199141,192.654772882,52232.2483136
309.662383167,202.712192358,49541.7815942
285.950089474,218.872221994,50228.2940614
300.1692479,224.698167263,51896.9321268
288.314211426,214.581101333,52696.1866395
275.578180881,233.046014207,49957.4595371
297.689145514,193.547060496,51967.7569733
310.085943806,203.985109587,51117.2544537
300.833097451,193.79960809,53778.3504259
294.625760758,191.272135334,50423.2100699
285.297139053,219.07825191,51670.3310441
299.869614056,183.095456716,51706.3114771
277.248086076,194.513457991,52867.9377014
294.120771671,203.589430981,53929.3373473
293.726568461,200.768912456,51000.5726788
312.895321704,218.497382512,48843.7357994
266.892209022,183.620447248,52588.1771425
302.560466093,189.571654458,54389.972409
330.798153186,210.274055337,52565.4622052
292.499210262,169.801473317,48550.5160102
284.38526654,211.617159626,52315.833967
302.480545448,214.564965491,52747.1713527
305.242336265,217.348307477,48393.2109671
281.995098038,204.71639491,51502.92184
267.291597812,203.297056703,51025.600651
319.257593025,197.05823331,53489.8142953
309.528269923,212.193185393,52050.0631212
305.712827434,174.578131087,54245.7546732
284.554156676,231.41987786,53279.8151521
296.556338251,201.403297143,49046.9461598
283.469542637,181.79910747,48730.6171217
302.918307084,206.529240381,52232.0202408
287.163772825,203.011200786,51821.2778699
290.899589141,193.871107793,51049.2574833
314.008410521,183.964486035,52834.5277004
331.046836762,211.281979759,53331.2026664
310.646970581,234.001468204,49029.0178234
285.60369009,203.299104759,51190.8714127
297.564260641,224.017112864,50912.7152531
311.780746692,206.822053567,51656.0500565
318.393023901,224.896052051,52732.4401394
304.823347387,230.829657643,51661.7881632
294.997609381,220.769895882,48625.9188063
294.857886962,184.260433743,53653.2296943
328.481463529,170.938644819,52826.7076024
280.554605585,188.626102877,52238.6099261
306.476564545,200.876598281,51792.963958
306.989096791,207.844250689,51024.1436031
319.34813355,206.378078108,55448.8767526
275.601018308,194.22749031,51075.923001
289.490794741,204.75408068,52463.9841577
297.758567394,192.906625392,51305.4163409
312.294255776,192.988986031,51606.5361867
277.018236138,203.707344522,51392.836448
307.686144234,206.379159051,51895.0467197
290.88915307,182.348355518,52205.1555345
277.318522082,197.006298214,53046.4729047
278.952391737,187.648810426,51852.1066584
319.847483454,214.263095567,52084.6470239
311.795216754,204.674707345,51509.6922902
287.048328778,200.847900661,51535.9896042
287.191640499,207.949716727,53797.1282262
308.940104256,218.757332113,52400.4316427
308.26917807,183.961938691,50455.738311
324.294102868,220.12209113,52033.7975041
304.669157854,190.002020172,53532.5372915
285.998351095,201.950846535,53615.7370983
302.498697182,207.154675132,51276.033627
319.058001343,201.321065539,52651.7945729
298.839298191,208.417079637,50803.7416545
322.199005386,171.448335622,52992.8620525
305.209367725,212.250344223,50836.4434003
315.43213504,205.448613756,50664.7888131
319.568479608,202.410308043,51265.3601614
312.876275117,200.36719596,52977.424253
299.390266612,202.713032223,52352.2416441
314.82130491,180.733588493,52254.2969212
290.068348524,226.008949023,50592.2743183
303.012488641,188.788600321,53310.380095
311.508828934,172.314992825,55182.6972728
309.531595215,209.9345595,51329.5570752
294.909065843,181.555223848,52858.2856716
321.389662964,191.006204415,52849.6259959
311.626182864,194.24012466,48822.0641659
309.928494543,219.080374678,52075.3108277
315.875450769,197.184781017,50035.9028515
312.279916171,207.057205372,51545.4419851
305.80204496,187.85138217,49650.4150824
277.542492837,221.593611509,51530.8180813
322.215549253,210.371088033,54100.5224844
314.680093541,222.06426107,52003.9515127
293.206699629,197.160154874,53367.399922
318.046323996,208.55667715,52987.2649731
322.87710237,184.782783996,53087.4092283
297.13497936,214.047199778,55209.1519174
319.091110419,192.804304467,52945.6499104
308.627988649,209.083530648,50428.4891022
294.519660297,208.559183756,49438.4819741
284.854032313,217.201493709,52079.6705956
290.667138086,202.73841265,49489.9061808
290.356894269,214.345347168,51466.2928946
320.864918052,209.008889394,51366.1753124
308.462923005,206.621056381,54267.2385018
268.689877832,220.126477755,53208.5684623
312.414019785,203.072347069,51363.3334377
272.247864164,205.561502597,51798.1701394
330.518386732,193.13753422,53581.9097168
294.738527295,234.752123679,47616.2962658
311.629002843,197.044937948,51987.7413646
294.691536323,235.213434933,54019.1472889
306.024745382,200.595250455,55386.407876
326.386879017,202.971716841,53056.9692063
313.806771226,199.013772826,51793.1658836
290.907024753,180.926328571,53762.7331352
282.640533059,212.224613717,55761.1324793
303.53780729,221.822254856,49723.1196972
290.905617929,182.678756151,52117.6521307
318.08327207,199.368712031,50202.5370467
301.787024593,198.310838403,52203.8985003
304.308213954,188.444575865,51788.2180415
275.417867776,192.095025293,54872.631741
285.190762994,194.215341727,51840.8529294
306.744930867,222.412636736,50219.6838174
304.382631739,186.067948051,51478.2138404
291.004788814,176.817252185,51564.0527244
303.501432848,197.767653455,52269.1352672
323.243921874,198.440694248,53140.3860616
322.204996337,198.755075103,51936.6901661
285.1786487,228.649319954,50008.7011123
311.727877221,225.573330666,51268.9662783
301.367193574,196.10326666,50245.0275415
305.192485959,209.484317425,50775.6801018
296.996581804,209.365355819,52918.7058707
297.875494706,220.727001879,52902.6560376
308.298426861,207.635510414,53268.8112434
280.253370903,195.656374116,51316.8319949
308.059422653,172.352678093,50639.1348133
313.325258252,223.311904911,51419.6733096
294.764692674,175.422699754,51717.0432197
301.577698063,217.622940532,51971.301152
298.500556515,219.878738115,50005.7615936
313.829538345,210.286257905,51843.789622
314.88876947,217.617963069,50136.3372777
296.154692903,179.783857691,52361.2653027
295.764122472,214.651377725,49439.5820534
293.015711064,218.844593466,51012.3756127
311.38797255,206.567493328,51490.3595329
291.131374062,165.921924339,50728.0608493
315.455037614,199.485225075,48768.3947053
270.064351018,214.543409309,52794.4000604
298.094144515,221.27035118,52913.9280353
297.726137471,200.933289476,51617.3618924
296.350449949,181.780568239,51025.0474105
301.864981193,209.472217023,51389.0981373
306.080005142,203.938902346,51484.0795074
313.606811449,196.937072444,53145.0895295
313.553860539,204.003858157,51328.4992028
298.905806816,190.983498772,51654.4863333
308.470329845,219.059689913,52298.7807433
297.418732887,174.902207596,51756.9221867
290.419644051,186.996630609,52167.4153293
299.334064888,194.073722522,52074.5844563
290.718082324,191.920609288,51641.1518535
309.25411263,214.15994182,52059.3761857
295.292352101,183.790838877,54557.8827123
325.178509997,185.786911721,53223.4165325
278.517091939,170.6489885,52100.3569814
303.900027354,203.1077724,53351.6120645
317.44126956,186.225814712,54242.7465724
303.481068212,202.125713652,52536.6888443
318.883493079,171.600282708,50874.9460585
295.666947621,212.474585617,50134.1003255
304.570836479,187.225360386,52807.5786637
299.589911083,161.471388653,53795.3226482
298.704316324,211.495009041,48897.5249945
299.608143764,216.446456411,51625.4678286
313.140475737,195.705421159,52387.5340479
297.645274137,214.958536726,52138.1256042
317.282981862,211.475695626,51747.7326009
292.566337549,186.839628631,52846.4943485
312.41741098,216.016753485,50301.5018585
289.132565819,210.882867998,52212.2273287
312.571523191,228.496760553,55555.6314269
305.825592707,211.657111883,51842.2619697
292.991007407,212.238422819,49835.2768124
303.894962277,188.088683213,52271.3784425
316.245439439,184.003317156,54833.4545165
297.395802488,227.186097734,50240.8883238
322.397813156,217.151388047,51025.1637046
300.010103589,208.042916404,52731.6230073
283.310095843,219.021902386,51597.0753399
292.764064885,215.06690533,51090.3441207
309.43934381,226.545149525,51172.7114995
341.038536204,179.831488961,51390.8040138
307.54645224,211.394303193,51960.6444092
288.360893398,169.259317915,50425.4171334
327.39447257,198.805644573,52830.6493504
309.450639612,159.713809207,52775.7697823
313.894456427,189.829180838,53335.5463101
287.419009016,202.739109499,53080.0944771
310.7105618,197.965250627,53019.4194045
303.445547043,193.070873634,51003.215054
300.2873405,175.028035736,52052.4899671
333.557730939,225.021080763,49808.8918427
305.957883273,204.907454844,53280.974318
311.454710871,203.621228151,52318.9970894
260.817820082,189.280545728,52386.830094
282.939301375,206.923753403,52234.3357036
293.150854082,205.351538523,49758.6380043
304.474415774,187.286041696,50100.134411
306.683236982,215.257235176,53977.2850714
300.875608626,195.263110925,53593.7378536
343.082307264,228.927634073,51037.6625337
332.434257171,192.890051846,50721.1518276
293.546120437,195.044490996,50528.1055679
286.334800228,208.289268979,51677.0542449
302.722664537,233.741830341,52349.9833587
287.238246695,194.82852944,52299.2220072
304.987796656,214.043526858,52455.4629337
306.444334524,200.695575566,53109.5498242
313.592137156,201.110428595,52318.6441502
313.807112448,197.567134298,52202.2308209
283.930203674,226.276044862,51338.9693757
304.957392034,205.542771406,48482.9130059
294.147564821,194.196481418,51962.8748956
329.805999149,206.205276824,52279.4368176
292.26186726,221.528431976,52306.2088856
292.581692419,215.848214496,53184.9984825
269.706151939,199.387272217,50237.7554855
325.487957929,171.59424956,54155.3504452
294.118116772,188.146494029,53663.654053
325.565971842,208.27335114,51498.7688659
286.537902067,205.549890133,53450.6311473
307.653932656,191.497481604,54039.527421
322.0843148,217.310506547,51855.5802459
304.3631474,213.975641504,53706.0133103
290.14263357,195.148092023,53297.5013874
280.787938704,196.824442429,52395.9219086
320.184512436,211.68052137,51671.1039662
286.010006991,209.058888378,53718.3531009
318.460250359,195.369398009,51628.2070332
286.738942558,194.561534278,51147.9650562
323.762871374,186.379011001,52605.3594271
315.699135418,204.577974726,53864.9080697
291.436347969,195.828670355,51234.9873331
301.514376544,192.022925166,52256.9943584
297.977749794,203.504604037,53636.2848341
345.037380188,217.910179192,54957.753537
291.944004848,200.633300176,56406.8735428
305.153907726,192.654407528,46786.9067957
320.035780431,202.528838417,54170.3208551
291.052195723,194.95322367,54091.5726997
301.737299096,174.791618739,51905.711771
271.067991807,211.196124164,52760.4227778
303.112010216,222.995708992,50485.1053039
305.739220806,189.466750679,49761.0432101
324.261217234,203.819714729,47946.093546
305.370883155,204.198886462,48057.8963361
308.607533361,209.345007731,52634.0547259
312.396175496,194.898491151,51259.3400787
299.841804979,199.265956985,50760.334385
291.133159381,160.567497565,53395.3447601
321.16021982,210.169128023,54195.0982665
288.982923868,215.740383523,51454.5435255
273.583978559,207.411621555,52084.0437545
314.906816313,190.120598636,52951.3351614
276.89921794,202.548567032,50976.34773
299.841715594,227.781576198,50653.2667811
315.772303055,202.990747621,54454.2835377
280.366493902,182.307296754,52109.8562382
310.016821415,220.678415387,51904.2052057
293.417544436,180.702362151,55128.1588762
311.200050866,230.832763981,53954.7561552
276.160396525,188.460042788,53851.0109378
292.736420699,203.072734534,52231.2496351
297.936349598,181.981118096,52346.9471598
273.131029226,201.550993287,49491.4432852
309.051010679,200.944216004,52980.0495324
319.508460987,198.736515143,52054.2440801
304.908830187,187.239351092,51949.2075266
332.895424164,179.993644417,49388.8079985
313.381422913,192.407103781,50637.6331755
280.384331653,211.155917938,50870.6276372
273.789907729,210.915664999,53213.3702126
307.949772486,197.043480345,56423.9921502
297.368811872,223.480481161,52222.7160369
328.660424898,208.880750629,50853.4283842
330.371019442,194.292205051,52372.3054308
290.439166699,171.712846553,51853.9180384
287.072922742,212.939102273,52901.1566784
322.227305722,232.602919238,52801.6062064
292.028192784,209.610036591,50041.8055918
322.276216316,192.269607436,50422.0387363
310.872695486,177.68640592,53430.0806255
304.882672306,187.665208943,51193.8566484
302.254417867,188.203941356,49076.8010646
313.779052728,207.817754837,52372.3975274
282.195662266,175.861289872,51162.6285399
278.607171639,212.929640597,49478.0982151
301.524991697,201.382058049,52308.5458174
275.344467049,167.02724198,52122.2311826
304.413403057,198.825795102,50568.2312404
302.271207931,190.766811134,53625.7817651
298.231976454,211.540046311,50689.2570103
315.738290174,213.227203597,51446.5702367
308.232707681,195.59367544,54181.3958485
299.366969796,207.06823241,49075.6044512
306.410001382,205.721293525,51417.3831653
291.841695972,196.026746258,51476.6898382
317.521737057,170.193009057,50968.0337927
273.655057075,169.351346665,49769.5207882
293.506096059,191.436544704,53729.75117
291.628789697,180.332894865,52606.454841
290.598729503,161.78805207,50006.9442969
291.154499021,231.684559416,51715.8612156
326.755067725,191.112467918,52894.9491471
287.571096601,191.487483849,50139.8821612
317.024224052,194.774744054,52194.3681593
304.825057582,208.31099047,48631.9573535
278.685001621,175.466683229,52073.6782596
295.637185317,180.178074087,50837.2919329
288.081936565,203.864435739,52631.2805648
312.905109863,204.978590724,51300.8413346
283.424237395,225.245778078,53654.6419122
284.347840392,208.990887821,52911.3962706
278.284928466,196.539782866,51209.73167
312.142078214,208.380840001,54953.921497
288.603902773,197.115754364,52862.5043653
299.094996495,192.838806893,52886.0700037
306.581283269,204.503472584,48881.9098753
301.110222446,187.529405625,51308.5384509
267.948804249,194.352528179,50692.7973154
312.073888982,183.454523563,55855.5976918
305.132542612,185.67934366,51901.3570048
302.264658642,221.645406243,52894.143379
302.169359528,209.529334895,52769.7041248
315.077969642,195.144021942,52858.0180119
309.103048125,208.729292389,50570.2680249
298.044498696,209.475299273,52010.4895051
306.273555865,188.315022757,51678.7682985
298.006426818,206.810260451,53018.1764229
311.999198328,182.352435576,53528.6564881
301.108351416,172.104506421,51995.8613311
276.155418251,186.571042177,50782.5537243
301.74329416,186.581442694,52268.9744087
311.577513899,181.468524218,50352.8078141
305.156778742,195.742747554,52281.5922199
299.476951199,214.245761693,51625.0513688
309.230406567,197.964609956,55096.2439487
293.729730684,205.486230155,51959.8045574
291.264750488,232.92716549,51324.1990116
311.942387998,172.860481573,53494.8291281
315.323473826,197.688318737,50069.5486081
193.904792044,228.016857274,50505.6946565
144.189303101,133.626021073,47449.426024
173.023149805,170.707109272,53125.3881402
197.555082584,177.883451483,50948.4223359
176.517243134,228.849616049,50971.2604396
91.2412143567,226.341951746,47256.4023883
187.766509081,230.439100961,48507.634224
157.350083916,265.401287329,47780.7674704
188.284429416,216.691396195,49554.4734827
148.600170235,196.675551498,47878.4399569
138.13751642,178.67511714,45780.0264504
174.841115446,231.49353968,48806.0797314
135.237931275,193.029949126,52747.0134497
183.245629745,187.067169188,47759.0126102
163.760815382,204.050501181,47543.9172193
182.863068585,168.393986362,50408.5597647
143.665964576,232.479314586,51450.3806662
173.060704597,148.747957515,50271.4653566
151.604810337,170.903484055,50650.8172561
191.677336721,236.276836256,49832.6273492
177.953976724,220.4666642,50685.6538363
177.749489417,240.383812767,49556.2209921
213.242785984,189.651998596,46069.4134827
174.702559171,103.624336525,49166.4251739
139.800677748,230.831018588,50219.0233545
134.098422229,239.926785887,52511.5729405
122.961718814,215.977255454,52922.2070805
110.672562785,227.386090247,49672.149165
142.349012257,192.161932776,51016.1681845
168.112695968,227.877544568,49634.9828341
134.011825825,209.455781888,53279.8180946
142.414956976,193.517900385,48818.9563402
117.311574227,240.30891104,54241.4617279
151.280378132,209.489455597,51893.6162351
113.890814197,218.747409681,54920.6221292
166.836239715,228.205741021,48986.8920059
171.102360862,211.115474114,47646.2685402
154.666985079,221.18008061,48324.3883495
201.040050426,210.723366416,49967.1360198
166.581633144,219.546108909,50990.4757172
151.621055347,162.797270918,49578.0789291
126.987114965,212.833885134,50679.7508947
212.501234012,196.273168694,50815.659076
193.307198257,222.78198965,47789.6456184
159.30362109,203.321680501,52683.085933
172.323797681,165.507363926,50808.8297633
151.268230328,242.605300505,47962.1970295
146.386411641,241.930246363,48824.2004594
196.3158129,182.435370123,48556.6693098
202.369008714,171.597966647,47948.7285553
181.87710428,203.124194091,50131.4299323
159.372468094,160.886143256,47942.6244495
139.576206317,249.603011901,44807.820048
174.095859497,199.970095404,52136.2111291
132.439256426,163.113439397,47685.6657635
128.163464185,186.195917902,50018.1533776
200.80990189,218.7162081,48654.5674523
176.058658923,223.308179909,48298.7249299
190.958985183,202.482118695,53193.6706253
157.259255126,211.845657859,49344.6348055
182.298378592,187.746476682,52358.1858993
143.768075048,234.400515278,50279.4597503
198.54691824,214.805995405,48688.8970898
184.118101773,242.702006577,49960.7072874
126.935439038,206.072265391,47446.1905025
131.484214582,155.053647039,50010.4163931
142.656022148,232.307072656,49167.3378776
163.345030069,185.6923994,50573.6856834
169.087663606,235.553440215,51200.2568995
171.762684932,164.698141478,52507.6695652
224.823353611,219.070040184,49189.0309124
180.161713078,239.878624907,50834.1346679
185.128748651,196.285657076,47820.7919735
179.204859191,233.65551071,49131.4481859
115.774157652,191.529074365,48983.5051265
201.812206347,190.625432915,47356.8563657
128.868142834,148.610415864,49410.0329009
138.794087224,206.79073509,51446.2728474
173.874536881,232.67643426,50358.0031351
129.522359783,201.871010875,49216.6245983
186.513473392,171.292022935,49176.4337252
182.606522058,212.63817948,46728.2098065
138.894567467,246.509897352,49419.9095658
160.433504031,208.152667979,48005.9029682
183.925829237,172.52149303,52612.2408709
138.83736806,177.225958727,51086.6203578
108.842530504,239.923266321,49597.5952601
200.851477057,198.846421514,51774.8085154
165.778561818,184.028710862,48632.7562674
155.178887489,181.469436037,48235.0731408
153.048529813,223.403502803,51757.327221
151.752686464,206.366053553,49695.4489305
89.015037696,169.913628072,51890.6320401
225.630682732,182.473193315,51083.4306725
147.784046934,113.89389067,45906.3950631
103.586892318,189.831124708,47344.3091722
207.822701163,145.865972432,47995.4554675
175.917175656,225.544383983,50463.4841222
182.230839339,161.887874021,48405.547098
141.513329678,227.94791125,51357.3615185
110.31200505,181.514408341,50492.8098792
184.157773379,221.564467461,49648.3545672
229.209174703,215.091418671,51351.3584589
227.52463084,160.660606862,52988.4291882
187.831250963,177.00238474,49562.1415071
187.475305525,156.964859522,47767.9073053
144.028374928,184.529084673,51195.1033987
117.321722338,214.508666477,46982.1316816
129.47191122,207.107449146,50327.6622187
185.314066074,139.211605914,47301.5673472
169.159068133,251.197843215,46724.9774366
116.67883175,213.102719925,49923.4294108
167.274852837,206.168109101,48194.0707175
206.23656815,196.281688158,49041.613456
197.362158065,200.587404727,48683.909303
144.237500142,215.613613448,50855.3060829
131.676291218,201.59214896,50199.6844941
202.329847511,160.647081535,49728.722779
157.071033613,212.064802598,48932.8490328
172.05956604,205.404165933,50729.7483636
146.106237048,204.468551971,48018.8048806
134.144709094,187.977719063,49975.4683161
181.909538349,218.933617101,48962.0063244
135.485313585,218.682257853,46457.1236375
147.688520248,157.368321878,53541.9950865
165.097874516,216.637257127,50211.6121969
183.275778938,192.102550702,49735.5287855
184.954809287,225.306385097,53327.0782246
149.969828059,212.68606475,47498.0710558
147.576141189,128.358163407,47530.7181652
